0,1
0,24
0,2
0,23
0,3
0,4
0,21
0,5
0,20
0,6
0,19
1,2
1,3
1,24
1,4
1,5
1,22
1,6
1,21
1,7
1,20
2,3
2,4
2,5
2,24
2,6
2,23
2,7
2,22
2,8
2,12
3,6
3,7
3,24
3,8
3,23
3,9
3,22
3,21
3,15
4,5
4,6
4,9
4,10
4,23
4,21
4,12
4,20
5,6
5,7
5,8
5,9
5,10
5,11
5,24
6,7
6,8
6,9
6,10
6,22
6,16
6,15
7,8
7,9
7,10
7,12
7,13
7,21
8,9
8,10
8,12
8,13
8,14
8,20
9,10
9,11
9,12
9,13
9,14
9,15
9,24
10,11
10,12
10,13
10,14
10,15
10,16
11,12
11,13
11,14
11,15
11,16
11,17
11,21
12,14
12,15
12,16
12,17
12,18
13,14
13,15
13,16
13,17
13,18
13,19
13,23
14,15
14,16
14,17
14,18
14,19
14,20
15,16
15,17
15,18
15,19
15,20
15,21
16,17
16,18
16,19
16,20
16,21
16,22
17,18
17,19
17,20
17,21
17,22
17,23
18,19
18,20
18,21
18,22
18,23
18,24
19,20
19,21
19,22
19,23
19,24
20,21
20,22
20,23
20,24
21,23
21,24
22,23
22,24
23,24
