0,32
0,20
0,49
0,40
0,18
0,22
0,33
0,14
0,38
1,37
1,25
1,31
1,30
1,14
1,3
1,6
1,15
1,47
2,18
2,12
2,38
2,10
2,26
2,15
2,9
2,31
2,37
2,40
2,42
2,48
3,22
3,36
3,5
3,11
3,42
3,7
3,31
3,20
3,37
3,44
4,23
4,30
4,13
4,18
4,46
4,41
4,36
4,42
4,38
5,24
5,23
5,45
5,34
5,40
5,12
5,38
5,44
5,30
5,31
5,8
5,25
5,33
5,35
6,40
6,16
6,31
6,49
6,47
6,44
6,21
6,24
6,43
6,28
6,26
6,10
6,38
6,45
7,28
7,42
7,24
7,23
7,32
7,34
7,15
7,40
7,45
7,46
7,35
7,9
8,47
8,42
8,15
8,44
8,29
8,21
8,18
8,13
9,35
9,25
9,37
9,41
9,43
9,49
9,17
9,29
9,20
9,44
10,24
10,11
10,28
10,49
10,18
10,22
10,47
10,12
10,46
10,29
10,40
11,12
11,26
11,23
11,34
11,40
11,32
11,18
11,44
11,27
12,23
12,47
12,44
12,41
12,35
12,29
12,31
12,26
13,44
13,26
13,35
13,31
13,32
13,23
13,27
13,29
13,39
13,30
13,24
14,35
14,27
14,24
14,25
14,36
14,33
14,31
14,28
14,30
15,47
15,27
15,43
15,28
15,32
15,29
15,37
15,40
16,44
16,46
16,31
16,43
16,37
16,42
16,25
16,41
16,36
17,46
17,27
17,29
17,30
17,38
17,41
17,24
17,19
17,40
18,43
18,32
18,20
18,29
18,33
19,44
19,29
19,33
19,32
19,40
19,39
19,36
19,35
19,48
19,21
20,47
20,31
20,32
20,21
21,47
21,43
21,35
21,49
21,41
21,24
21,25
21,29
22,37
22,42
22,31
22,45
22,48
22,32
22,35
22,46
23,40
23,49
23,30
23,42
23,46
23,44
24,39
24,45
24,40
24,46
24,34
24,44
25,35
25,42
25,27
25,37
25,39
26,39
26,42
26,36
26,27
26,30
26,43
27,46
27,45
27,41
28,39
28,48
28,42
28,41
28,31
28,32
29,45
29,48
29,33
30,47
30,44
30,37
30,46
30,33
31,40
31,41
31,44
31,42
31,34
32,33
32,36
33,40
33,34
33,45
33,36
33,38
33,46
34,35
34,36
35,37
35,48
36,45
36,46
36,38
37,45
37,38
37,42
37,49
38,48
38,40
38,41
39,41
39,42
40,47
40,48
40,43
41,48
41,45
42,49
42,48
43,46
44,47
44,46
45,47
45,48
46,47
47,48
48,49
