0,1
0,3
0,4
0,5
0,39
0,41
0,42
0,43
0,15
0,27
0,8
0,20
0,9
0,7
0,38
0,37
1,2
1,3
1,4
1,5
1,6
1,7
1,40
1,41
1,43
1,44
1,8
1,25
1,9
1,39
1,38
2,3
2,4
2,6
2,7
2,8
2,42
2,43
2,44
2,16
2,40
2,9
2,10
3,11
3,4
3,5
3,6
3,7
3,8
3,9
3,42
3,43
3,44
3,40
3,41
3,39
4,6
4,7
4,8
4,9
4,10
4,43
4,12
4,40
4,19
4,41
4,25
5,6
5,7
5,9
5,10
5,11
5,44
5,13
5,12
5,43
5,25
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,44
6,43
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,24
7,44
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
9,10
9,11
9,12
9,13
9,14
9,15
9,17
9,24
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,22
10,40
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
12,44
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,27
12,37
13,33
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
14,38
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
15,16
15,17
15,18
15,20
15,21
15,22
15,23
15,42
16,40
16,17
16,18
16,20
16,21
16,22
16,23
16,24
16,31
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
18,19
18,20
18,21
18,22
18,23
18,24
18,25
18,26
19,20
19,21
19,22
19,23
19,24
19,25
19,26
19,27
20,34
20,44
20,42
20,21
20,22
20,23
20,24
20,25
20,27
20,28
21,41
21,42
21,22
21,23
21,24
21,26
21,27
21,28
21,29
22,39
22,40
22,42
22,23
22,24
22,26
22,27
22,28
22,29
22,30
22,31
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,31
24,35
24,36
24,25
24,26
24,27
24,28
24,29
24,30
25,32
25,33
25,27
25,28
25,29
25,30
26,32
26,33
26,34
26,27
26,28
26,29
26,30
26,31
27,32
27,33
27,34
27,35
27,40
27,28
27,30
27,31
28,32
28,33
28,34
28,35
28,36
28,42
28,29
28,30
28,31
29,32
29,33
29,34
29,35
29,36
29,37
29,30
29,31
30,32
30,33
30,34
30,35
30,36
30,37
30,38
30,31
31,32
31,34
31,35
31,37
31,38
31,39
32,33
32,34
32,35
32,36
32,37
32,38
32,39
32,40
33,35
33,36
33,37
33,38
33,39
33,40
33,41
34,35
34,36
34,37
34,39
34,40
34,41
34,42
35,37
35,38
35,39
35,40
35,41
35,42
35,43
36,37
36,38
36,39
36,40
36,41
36,42
36,43
36,44
37,38
37,40
37,41
37,42
37,43
37,44
38,39
38,40
38,41
38,43
38,44
39,40
39,41
39,42
39,43
39,44
40,42
40,43
40,44
41,42
41,43
41,44
42,44
43,44
