0,96
0,1
0,2
0,87
0,4
0,5
0,38
0,7
0,8
0,55
0,81
0,50
0,25
0,56
0,91
0,93
1,3
1,4
1,5
1,6
1,8
1,10
1,12
1,15
1,84
1,91
1,42
1,46
1,59
2,3
2,4
2,5
2,6
2,7
2,8
2,75
2,44
2,22
2,68
2,92
2,94
3,4
3,5
3,6
3,71
3,96
3,10
3,11
3,62
3,86
3,9
3,87
3,93
3,94
4,5
4,6
4,8
4,13
4,16
4,24
4,28
4,32
4,38
4,39
4,43
4,48
4,54
4,66
4,77
4,81
4,94
4,95
5,6
5,93
5,8
5,44
5,13
5,96
5,15
5,23
5,88
5,28
5,74
5,94
6,7
6,12
6,18
6,29
6,48
6,66
6,69
6,80
6,94
7,77
7,8
7,9
7,42
7,11
7,12
7,14
7,15
7,82
7,58
7,79
8,72
8,9
8,11
8,12
8,28
8,47
8,48
8,49
8,56
9,73
9,10
9,11
9,14
9,15
9,16
9,54
9,87
9,94
10,75
10,12
10,13
10,14
10,11
10,17
10,23
10,24
10,96
10,53
11,19
11,23
11,28
11,29
11,41
11,55
11,60
11,65
11,69
11,77
11,86
11,92
12,14
12,16
12,20
12,23
12,28
12,34
12,38
12,39
12,65
12,72
12,80
12,94
13,34
13,41
13,43
13,14
13,48
13,18
13,21
13,87
13,52
13,90
14,34
14,50
14,54
14,16
14,17
14,18
14,19
14,20
14,21
14,41
14,63
15,64
15,76
15,16
15,20
15,22
15,29
15,32
15,34
15,53
16,47
16,17
16,18
16,19
16,20
16,21
16,22
16,24
16,90
16,59
17,66
17,39
17,56
17,18
17,20
17,21
17,23
17,25
17,63
17,95
18,19
18,21
18,22
18,23
18,24
18,25
18,26
18,44
18,46
18,65
18,83
18,96
19,70
19,21
19,22
19,23
19,24
19,25
19,27
19,93
19,46
20,22
20,36
20,48
20,50
20,53
20,56
20,63
20,79
20,86
20,90
20,92
20,94
20,95
21,22
21,24
21,28
21,29
21,31
21,37
21,41
21,44
21,61
21,70
21,86
22,90
22,37
22,24
22,84
22,26
22,27
22,52
22,29
22,31
23,24
23,25
23,26
23,27
23,29
23,31
23,61
23,65
23,67
23,81
23,95
24,26
24,27
24,29
24,30
24,31
24,56
24,61
24,74
24,82
24,91
24,93
24,95
25,32
25,33
25,74
25,43
25,44
25,45
25,27
25,28
25,29
25,30
25,31
26,66
26,71
26,72
26,90
26,30
26,33
26,34
26,47
26,49
26,51
27,32
27,64
27,34
27,69
27,60
27,66
27,80
27,90
27,92
27,29
27,30
27,31
28,29
28,94
28,31
28,33
28,35
28,41
28,53
28,60
28,62
29,30
29,34
29,35
29,36
29,37
29,42
29,53
29,69
29,71
29,74
29,80
29,85
29,92
30,33
30,34
30,36
30,37
30,43
30,54
30,58
30,62
30,72
30,82
30,86
30,90
31,34
31,36
31,37
31,48
31,50
31,56
31,58
31,72
31,79
31,94
32,68
32,34
32,35
32,37
32,40
32,47
32,86
32,55
33,64
33,34
33,36
33,37
33,39
33,40
33,41
33,74
33,83
33,86
34,35
34,37
34,48
34,59
34,70
34,72
35,65
35,91
35,36
35,37
35,39
35,40
35,43
35,76
35,47
35,49
35,59
36,38
36,39
36,40
36,44
36,55
36,56
36,61
36,69
36,73
36,75
36,78
36,84
36,92
36,95
37,38
37,39
37,41
37,42
37,44
37,50
37,64
37,70
37,84
37,87
38,39
38,41
38,42
38,43
38,45
38,62
38,78
38,88
38,91
38,94
39,42
39,75
39,44
39,46
39,49
39,86
39,62
39,63
40,67
40,80
40,87
40,92
40,42
40,43
40,45
40,47
40,48
40,49
40,54
40,59
40,63
41,42
41,43
41,45
41,48
41,49
41,52
41,55
41,63
41,68
41,78
42,43
42,44
42,49
42,50
42,51
42,78
42,84
42,87
42,91
42,93
43,81
43,44
43,46
43,48
43,51
43,82
43,95
44,46
44,48
44,58
44,67
44,71
44,76
44,83
44,85
45,66
45,68
45,71
45,46
45,47
45,48
45,51
45,63
46,70
46,47
46,49
46,52
46,53
46,54
46,55
47,48
47,49
47,51
47,52
47,53
47,54
47,55
48,49
48,52
48,56
48,57
48,60
48,95
49,50
49,51
49,54
49,55
49,56
49,57
49,74
49,75
49,88
49,91
49,95
50,76
50,95
50,51
50,53
50,55
50,57
50,60
51,75
51,70
51,79
51,52
51,53
51,54
51,56
51,57
51,58
51,59
52,66
52,69
52,71
52,73
52,76
52,89
52,55
52,57
52,58
53,56
53,58
53,60
53,61
53,66
53,79
53,85
53,88
53,90
53,96
54,69
54,72
54,56
54,57
54,58
54,61
55,57
55,58
55,59
55,77
55,96
56,61
56,62
56,63
56,74
56,80
56,96
57,64
57,86
57,79
57,88
57,58
57,59
57,61
57,63
58,62
58,63
58,65
58,67
58,74
58,80
58,83
58,84
59,61
59,62
59,64
59,65
59,74
59,80
59,93
60,66
60,67
60,86
60,94
60,63
61,66
61,68
61,92
61,75
61,90
61,62
62,63
62,64
62,66
62,67
62,69
62,76
62,79
63,64
63,65
63,67
63,79
64,65
64,67
64,68
64,69
64,81
64,71
64,79
64,88
64,84
65,66
65,67
65,71
65,73
65,85
65,95
66,68
66,69
66,70
66,72
66,73
67,68
67,69
67,70
67,78
68,69
68,70
68,71
68,72
68,73
68,74
68,76
68,77
69,70
69,71
69,72
69,73
69,74
69,75
69,78
70,72
70,73
70,74
70,75
70,78
71,72
71,75
71,76
71,78
71,79
71,88
71,90
72,75
72,76
72,79
72,85
72,92
72,96
73,74
73,75
73,76
73,79
73,80
73,82
73,93
73,96
74,75
74,76
74,77
74,78
74,81
74,82
74,95
75,78
75,80
75,83
75,84
75,95
76,77
76,79
76,80
76,82
76,84
76,88
77,80
77,84
77,85
77,95
78,79
78,80
78,81
78,82
78,83
78,86
78,89
78,90
79,80
79,82
79,86
79,93
80,81
80,84
80,87
80,88
80,89
81,82
81,84
81,86
81,88
82,83
82,84
82,85
82,87
82,88
82,90
82,91
83,84
83,86
83,87
83,89
83,91
83,92
84,86
84,87
84,88
84,90
84,93
85,87
85,88
85,89
85,90
85,91
85,92
86,89
86,93
87,88
87,89
87,91
87,92
87,94
87,95
88,90
88,92
88,96
89,91
89,92
89,93
89,94
89,95
91,92
91,93
92,94
92,96
94,95
94,96
