0,1
0,2
0,3
0,40
0,41
0,14
0,17
1,2
1,3
1,4
1,5
1,39
1,41
1,15
1,19
2,4
2,5
2,6
2,40
2,41
2,24
2,28
2,29
3,36
3,5
3,7
3,41
3,12
3,18
3,21
3,30
4,5
4,8
4,9
4,37
5,6
5,7
5,8
5,9
5,28
6,9
6,10
6,17
6,20
6,37
7,8
7,9
7,11
7,20
8,9
8,11
8,12
8,37
9,10
9,11
9,13
9,15
9,25
9,28
10,12
10,13
10,14
10,18
10,27
11,32
11,12
11,14
11,15
11,20
12,14
12,15
12,16
12,40
13,14
13,15
13,17
13,25
14,15
14,16
14,17
14,30
15,40
15,16
15,19
16,18
16,19
16,20
16,29
17,18
17,20
17,21
17,25
18,41
18,19
18,21
18,27
19,39
19,21
19,22
19,29
19,30
20,21
20,22
20,24
21,32
21,22
21,23
21,24
22,36
22,40
22,23
22,24
22,25
22,26
23,36
23,24
23,25
23,26
23,27
24,35
24,25
24,28
25,27
25,28
25,29
26,27
26,28
26,29
26,30
27,28
27,31
28,38
28,29
28,31
29,33
29,36
29,30
29,31
30,31
31,32
31,33
31,34
31,38
32,33
32,34
32,36
33,34
33,35
33,36
33,37
34,35
34,36
34,37
34,38
35,36
35,37
35,38
35,39
36,38
37,38
37,39
37,40
37,41
38,39
38,40
38,41
39,40
39,41
